PlayerID,Season,Ast,Blk,Foul,Reb,Stl,TO,FGM,FGA,FTM,FTA
60,2015,43.0,4.0,30.0,52.0,23.0,29.0,69.0,154.0,22.0,28.0
64,2015,51.0,8.0,44.0,135.0,22.0,32.0,107.0,212.0,39.0,55.0
67,2015,9.0,3.0,11.0,9.0,4.0,7.0,7.0,14.0,5.0,11.0
70,2015,1.0,0.0,3.0,7.0,0.0,0.0,1.0,2.0,1.0,4.0
72,2015,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
75,2015,27.0,9.0,28.0,65.0,16.0,24.0,31.0,70.0,24.0,33.0
76,2015,49.0,4.0,33.0,53.0,11.0,47.0,101.0,224.0,41.0,63.0
79,2015,52.0,39.0,84.0,174.0,13.0,58.0,98.0,268.0,29.0,45.0
83,2015,105.0,3.0,80.0,91.0,37.0,83.0,107.0,293.0,80.0,108.0
85,2015,55.0,0.0,65.0,86.0,31.0,30.0,55.0,150.0,16.0,23.0
87,2015,32.0,42.0,79.0,156.0,16.0,51.0,126.0,230.0,62.0,105.0
89,2015,12.0,4.0,27.0,43.0,6.0,24.0,23.0,62.0,19.0,34.0
90,2015,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0
92,2015,32.0,14.0,74.0,101.0,29.0,39.0,102.0,227.0,89.0,120.0
95,2015,54.0,1.0,60.0,52.0,20.0,50.0,72.0,204.0,27.0,37.0
97,2015,31.0,34.0,61.0,137.0,14.0,44.0,62.0,128.0,49.0,90.0
99,2015,36.0,2.0,76.0,134.0,28.0,22.0,55.0,141.0,29.0,32.0
100,2015,21.0,14.0,38.0,68.0,18.0,8.0,78.0,185.0,18.0,23.0
102,2015,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0
107,2015,84.0,1.0,36.0,69.0,29.0,57.0,84.0,216.0,45.0,60.0
112,2015,3.0,0.0,1.0,13.0,0.0,2.0,4.0,7.0,2.0,6.0
115,2015,5.0,0.0,10.0,6.0,0.0,7.0,1.0,10.0,3.0,8.0
120,2015,47.0,0.0,32.0,34.0,16.0,34.0,36.0,147.0,37.0,49.0
122,2015,52.0,8.0,90.0,121.0,21.0,55.0,127.0,268.0,64.0,80.0
126,2015,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
128,2015,31.0,14.0,53.0,81.0,19.0,51.0,70.0,172.0,51.0,69.0
134,2015,25.0,12.0,94.0,160.0,16.0,54.0,72.0,139.0,40.0,61.0
140,2015,22.0,6.0,75.0,135.0,21.0,30.0,50.0,138.0,24.0,41.0
141,2015,24.0,15.0,63.0,84.0,25.0,31.0,67.0,149.0,40.0,66.0
144,2015,81.0,6.0,71.0,170.0,48.0,47.0,164.0,339.0,143.0,171.0
148,2015,1.0,0.0,7.0,5.0,1.0,2.0,9.0,15.0,0.0,0.0
151,2015,17.0,56.0,93.0,159.0,9.0,37.0,67.0,113.0,42.0,88.0
152,2015,164.0,4.0,53.0,83.0,37.0,84.0,54.0,140.0,90.0,124.0
155,2015,29.0,3.0,48.0,48.0,14.0,27.0,48.0,136.0,25.0,41.0
156,2015,5.0,12.0,52.0,46.0,5.0,20.0,15.0,31.0,10.0,30.0
157,2015,8.0,0.0,10.0,9.0,5.0,14.0,5.0,25.0,4.0,9.0
158,2015,43.0,1.0,54.0,48.0,27.0,52.0,54.0,146.0,28.0,42.0
160,2015,5.0,9.0,54.0,74.0,6.0,34.0,40.0,93.0,15.0,33.0
163,2015,5.0,1.0,30.0,42.0,4.0,5.0,20.0,71.0,7.0,14.0
165,2015,17.0,5.0,68.0,62.0,3.0,15.0,22.0,67.0,15.0,20.0
166,2015,1.0,1.0,3.0,1.0,0.0,2.0,4.0,10.0,2.0,2.0
176,2015,14.0,1.0,22.0,19.0,4.0,21.0,25.0,82.0,24.0,35.0
186,2015,18.0,4.0,78.0,213.0,35.0,49.0,188.0,416.0,74.0,122.0
189,2015,2.0,0.0,6.0,7.0,5.0,1.0,5.0,11.0,1.0,4.0
191,2015,26.0,25.0,71.0,208.0,13.0,63.0,99.0,246.0,100.0,135.0
196,2015,2.0,1.0,6.0,7.0,1.0,5.0,10.0,19.0,3.0,8.0
198,2015,30.0,17.0,34.0,130.0,7.0,38.0,71.0,194.0,32.0,45.0
208,2015,19.0,23.0,68.0,77.0,13.0,26.0,42.0,103.0,32.0,48.0
212,2015,0.0,0.0,5.0,4.0,0.0,2.0,3.0,11.0,0.0,0.0
213,2015,1.0,0.0,3.0,4.0,0.0,2.0,2.0,4.0,0.0,3.0
217,2015,7.0,1.0,8.0,3.0,1.0,4.0,4.0,10.0,2.0,2.0
218,2015,25.0,25.0,68.0,129.0,13.0,52.0,111.0,215.0,47.0,69.0
219,2015,0.0,3.0,10.0,12.0,0.0,3.0,3.0,7.0,0.0,0.0
220,2015,6.0,0.0,3.0,4.0,2.0,8.0,10.0,33.0,1.0,2.0
221,2015,20.0,13.0,63.0,151.0,19.0,49.0,59.0,116.0,61.0,109.0
224,2015,1.0,0.0,4.0,6.0,4.0,2.0,5.0,10.0,3.0,4.0
225,2015,55.0,2.0,44.0,72.0,33.0,33.0,100.0,232.0,35.0,47.0
227,2015,27.0,1.0,43.0,35.0,6.0,29.0,41.0,99.0,25.0,32.0
229,2015,0.0,0.0,2.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0
230,2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
233,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
235,2015,29.0,23.0,61.0,209.0,14.0,44.0,92.0,219.0,47.0,87.0
239,2015,140.0,4.0,64.0,104.0,51.0,66.0,141.0,325.0,75.0,99.0
243,2015,11.0,3.0,39.0,42.0,10.0,27.0,56.0,143.0,21.0,29.0
252,2015,0.0,0.0,3.0,1.0,2.0,1.0,1.0,5.0,0.0,1.0
253,2015,18.0,3.0,43.0,66.0,8.0,17.0,54.0,139.0,25.0,37.0
255,2015,3.0,6.0,21.0,18.0,0.0,14.0,10.0,19.0,3.0,14.0
259,2015,2.0,0.0,4.0,6.0,3.0,6.0,5.0,16.0,5.0,7.0
262,2015,56.0,0.0,26.0,72.0,13.0,44.0,108.0,252.0,68.0,90.0
267,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
270,2015,4.0,7.0,46.0,70.0,5.0,19.0,31.0,52.0,10.0,21.0
272,2015,23.0,4.0,86.0,146.0,23.0,31.0,46.0,106.0,32.0,45.0
273,2015,59.0,26.0,90.0,251.0,40.0,88.0,168.0,332.0,123.0,150.0
274,2015,74.0,2.0,77.0,152.0,45.0,58.0,100.0,230.0,88.0,114.0
275,2015,94.0,6.0,70.0,118.0,27.0,67.0,138.0,335.0,93.0,115.0
276,2015,8.0,2.0,55.0,67.0,11.0,17.0,20.0,48.0,26.0,39.0
277,2015,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
278,2015,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
279,2015,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0
282,2015,0.0,0.0,7.0,2.0,1.0,4.0,5.0,13.0,0.0,0.0
283,2015,5.0,2.0,25.0,25.0,0.0,10.0,7.0,20.0,4.0,6.0
290,2015,42.0,1.0,39.0,57.0,29.0,37.0,59.0,146.0,37.0,47.0
293,2015,4.0,0.0,6.0,4.0,6.0,8.0,4.0,28.0,2.0,3.0
295,2015,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
296,2015,28.0,3.0,30.0,41.0,13.0,21.0,25.0,79.0,7.0,11.0
297,2015,0.0,0.0,0.0,4.0,0.0,1.0,1.0,7.0,0.0,0.0
298,2015,21.0,0.0,10.0,17.0,9.0,16.0,6.0,30.0,2.0,2.0
300,2015,12.0,13.0,61.0,87.0,12.0,27.0,78.0,168.0,50.0,78.0
301,2015,7.0,2.0,34.0,72.0,4.0,16.0,86.0,188.0,20.0,33.0
303,2015,45.0,11.0,84.0,93.0,38.0,64.0,143.0,388.0,118.0,167.0
308,2015,3.0,12.0,73.0,71.0,8.0,18.0,41.0,75.0,12.0,33.0
316,2015,16.0,13.0,70.0,105.0,23.0,27.0,35.0,111.0,24.0,40.0
317,2015,53.0,21.0,67.0,230.0,20.0,57.0,120.0,322.0,120.0,179.0
320,2015,23.0,3.0,26.0,51.0,12.0,30.0,53.0,129.0,27.0,45.0
321,2015,2.0,0.0,7.0,3.0,1.0,2.0,3.0,12.0,0.0,0.0
326,2015,3.0,5.0,4.0,7.0,0.0,4.0,2.0,12.0,3.0,4.0
330,2015,21.0,11.0,36.0,40.0,5.0,32.0,21.0,47.0,11.0,22.0
331,2015,130.0,5.0,77.0,102.0,67.0,85.0,120.0,262.0,69.0,93.0
334,2015,61.0,16.0,64.0,124.0,28.0,35.0,88.0,178.0,65.0,84.0
342,2015,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
344,2015,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
346,2015,47.0,17.0,58.0,63.0,7.0,39.0,44.0,130.0,31.0,54.0
347,2015,0.0,0.0,8.0,5.0,1.0,5.0,3.0,8.0,0.0,2.0
349,2015,44.0,19.0,75.0,164.0,33.0,62.0,158.0,336.0,111.0,144.0
350,2015,3.0,0.0,17.0,24.0,3.0,6.0,24.0,46.0,8.0,10.0
352,2015,53.0,9.0,78.0,104.0,28.0,54.0,145.0,310.0,39.0,56.0
355,2015,45.0,2.0,58.0,118.0,23.0,29.0,78.0,150.0,22.0,39.0
358,2015,55.0,3.0,46.0,72.0,8.0,38.0,58.0,162.0,30.0,46.0
361,2015,84.0,0.0,54.0,71.0,12.0,47.0,89.0,229.0,35.0,45.0
362,2015,30.0,2.0,27.0,105.0,15.0,20.0,54.0,166.0,18.0,25.0
365,2015,49.0,0.0,63.0,114.0,37.0,73.0,138.0,361.0,143.0,176.0
368,2015,2.0,6.0,12.0,19.0,1.0,5.0,6.0,18.0,0.0,2.0
369,2015,18.0,0.0,29.0,36.0,5.0,24.0,24.0,73.0,19.0,30.0
372,2015,4.0,1.0,12.0,6.0,0.0,4.0,5.0,20.0,1.0,4.0
377,2015,4.0,0.0,8.0,3.0,0.0,3.0,5.0,10.0,0.0,2.0
381,2015,12.0,3.0,71.0,75.0,4.0,42.0,38.0,95.0,21.0,36.0
382,2015,1.0,2.0,27.0,25.0,1.0,5.0,14.0,31.0,8.0,19.0
383,2015,7.0,1.0,11.0,29.0,3.0,8.0,14.0,44.0,6.0,8.0
384,2015,5.0,28.0,60.0,72.0,14.0,27.0,50.0,109.0,28.0,41.0
387,2015,14.0,2.0,50.0,88.0,6.0,25.0,24.0,49.0,26.0,41.0
389,2015,4.0,0.0,1.0,2.0,0.0,2.0,3.0,8.0,0.0,0.0
392,2015,29.0,13.0,81.0,203.0,15.0,61.0,115.0,227.0,46.0,63.0
399,2015,25.0,25.0,109.0,197.0,23.0,55.0,166.0,323.0,121.0,172.0
405,2015,30.0,3.0,83.0,133.0,16.0,35.0,54.0,106.0,52.0,88.0
408,2015,1.0,0.0,1.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0
409,2015,59.0,32.0,95.0,260.0,44.0,59.0,138.0,275.0,145.0,205.0
410,2015,60.0,1.0,33.0,47.0,11.0,23.0,34.0,75.0,22.0,34.0
412,2015,63.0,15.0,102.0,247.0,57.0,82.0,174.0,390.0,132.0,178.0
414,2015,3.0,7.0,9.0,17.0,1.0,1.0,10.0,14.0,6.0,6.0
418,2015,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0
419,2015,238.0,3.0,68.0,146.0,83.0,78.0,156.0,313.0,58.0,70.0
420,2015,2.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0
422,2015,17.0,2.0,57.0,39.0,12.0,12.0,43.0,109.0,19.0,24.0
424,2015,2.0,9.0,45.0,75.0,2.0,9.0,48.0,78.0,21.0,41.0
429,2015,13.0,22.0,118.0,199.0,17.0,53.0,123.0,215.0,107.0,153.0
430,2015,48.0,26.0,57.0,169.0,27.0,35.0,172.0,320.0,51.0,76.0
433,2015,0.0,2.0,4.0,9.0,3.0,1.0,8.0,13.0,9.0,17.0
436,2015,45.0,13.0,45.0,77.0,22.0,37.0,107.0,243.0,60.0,74.0
438,2015,11.0,2.0,51.0,54.0,5.0,16.0,25.0,73.0,31.0,50.0
439,2015,25.0,4.0,47.0,75.0,22.0,19.0,76.0,178.0,30.0,35.0
440,2015,60.0,3.0,68.0,144.0,28.0,80.0,140.0,346.0,60.0,73.0
446,2015,152.0,10.0,74.0,104.0,56.0,84.0,163.0,395.0,115.0,144.0
449,2015,35.0,5.0,55.0,78.0,11.0,39.0,62.0,142.0,13.0,20.0
450,2015,19.0,9.0,71.0,189.0,20.0,51.0,115.0,199.0,51.0,91.0
453,2015,115.0,0.0,57.0,69.0,16.0,80.0,58.0,183.0,97.0,137.0
455,2015,32.0,41.0,123.0,202.0,19.0,61.0,102.0,163.0,78.0,137.0
456,2015,28.0,2.0,22.0,22.0,5.0,19.0,28.0,66.0,10.0,12.0
460,2015,0.0,2.0,7.0,4.0,0.0,0.0,4.0,4.0,4.0,5.0
462,2015,59.0,6.0,70.0,159.0,56.0,49.0,145.0,332.0,91.0,135.0
464,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
465,2015,31.0,4.0,22.0,30.0,4.0,20.0,22.0,55.0,22.0,34.0
471,2015,11.0,0.0,32.0,42.0,12.0,23.0,27.0,61.0,20.0,31.0
476,2015,4.0,0.0,14.0,7.0,1.0,4.0,4.0,12.0,4.0,6.0
480,2015,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0
484,2015,8.0,8.0,59.0,71.0,12.0,23.0,21.0,43.0,11.0,24.0
486,2015,0.0,0.0,9.0,13.0,3.0,4.0,2.0,6.0,0.0,1.0
491,2015,44.0,2.0,54.0,49.0,14.0,28.0,67.0,194.0,61.0,74.0
494,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
496,2015,91.0,5.0,78.0,121.0,52.0,50.0,127.0,301.0,70.0,85.0
497,2015,21.0,5.0,42.0,35.0,8.0,18.0,18.0,50.0,18.0,20.0
498,2015,23.0,4.0,36.0,109.0,10.0,34.0,59.0,145.0,27.0,43.0
499,2015,11.0,9.0,69.0,87.0,10.0,25.0,64.0,142.0,38.0,43.0
505,2015,2.0,13.0,64.0,78.0,3.0,15.0,52.0,107.0,11.0,16.0
509,2015,3.0,7.0,17.0,18.0,2.0,8.0,9.0,19.0,5.0,16.0
515,2015,40.0,1.0,65.0,71.0,16.0,22.0,72.0,185.0,39.0,49.0
516,2015,58.0,2.0,88.0,182.0,46.0,67.0,174.0,387.0,98.0,148.0
518,2015,33.0,1.0,33.0,51.0,17.0,16.0,15.0,35.0,10.0,26.0
519,2015,72.0,5.0,40.0,55.0,14.0,32.0,58.0,170.0,41.0,67.0
521,2015,3.0,1.0,12.0,17.0,4.0,7.0,5.0,23.0,5.0,10.0
522,2015,13.0,22.0,42.0,92.0,7.0,27.0,62.0,139.0,43.0,59.0
523,2015,31.0,16.0,74.0,190.0,21.0,50.0,129.0,267.0,92.0,142.0
529,2015,7.0,16.0,80.0,85.0,10.0,16.0,35.0,74.0,16.0,29.0
530,2015,4.0,1.0,15.0,33.0,3.0,5.0,13.0,27.0,4.0,7.0
533,2015,1.0,1.0,1.0,11.0,4.0,5.0,5.0,11.0,5.0,6.0
538,2015,6.0,8.0,46.0,52.0,4.0,19.0,17.0,40.0,11.0,17.0
539,2015,92.0,1.0,100.0,79.0,78.0,95.0,80.0,243.0,68.0,98.0
540,2015,22.0,4.0,61.0,92.0,23.0,40.0,69.0,147.0,26.0,50.0
544,2015,3.0,0.0,7.0,3.0,2.0,7.0,4.0,10.0,0.0,0.0
545,2015,25.0,28.0,59.0,129.0,16.0,48.0,100.0,263.0,65.0,98.0
548,2015,16.0,6.0,49.0,58.0,21.0,36.0,25.0,71.0,18.0,30.0
552,2015,73.0,0.0,54.0,81.0,58.0,97.0,145.0,360.0,130.0,159.0
553,2015,12.0,15.0,22.0,18.0,8.0,14.0,4.0,13.0,4.0,6.0
557,2015,31.0,5.0,59.0,78.0,31.0,45.0,94.0,245.0,22.0,36.0
563,2015,2.0,8.0,19.0,14.0,0.0,9.0,6.0,10.0,3.0,9.0
564,2015,0.0,1.0,2.0,3.0,1.0,1.0,0.0,5.0,2.0,4.0
568,2015,29.0,14.0,53.0,74.0,24.0,37.0,59.0,119.0,23.0,34.0
569,2015,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
570,2015,14.0,3.0,7.0,20.0,5.0,5.0,7.0,22.0,2.0,2.0
573,2015,53.0,0.0,84.0,67.0,35.0,32.0,66.0,172.0,35.0,55.0
574,2015,50.0,4.0,62.0,42.0,21.0,32.0,95.0,257.0,29.0,41.0
577,2015,52.0,0.0,39.0,27.0,10.0,27.0,20.0,66.0,11.0,14.0
582,2015,53.0,35.0,74.0,115.0,28.0,41.0,96.0,202.0,65.0,90.0
591,2015,11.0,38.0,56.0,90.0,15.0,23.0,49.0,101.0,33.0,53.0
594,2015,164.0,5.0,81.0,132.0,29.0,84.0,100.0,236.0,100.0,116.0
595,2015,1.0,0.0,21.0,6.0,1.0,2.0,3.0,9.0,0.0,2.0
600,2015,42.0,50.0,80.0,321.0,39.0,56.0,250.0,466.0,115.0,156.0
601,2015,60.0,17.0,64.0,192.0,32.0,61.0,180.0,413.0,158.0,204.0
606,2015,1.0,1.0,3.0,6.0,1.0,4.0,1.0,5.0,3.0,3.0
607,2015,39.0,0.0,54.0,73.0,37.0,28.0,38.0,68.0,17.0,24.0
609,2015,39.0,15.0,65.0,101.0,24.0,33.0,73.0,179.0,25.0,59.0
611,2015,3.0,12.0,47.0,118.0,5.0,29.0,62.0,138.0,40.0,59.0
618,2015,4.0,15.0,72.0,72.0,4.0,32.0,40.0,104.0,23.0,36.0
619,2015,13.0,0.0,17.0,34.0,6.0,21.0,24.0,55.0,12.0,19.0
621,2015,13.0,1.0,29.0,22.0,3.0,16.0,14.0,49.0,17.0,27.0
623,2015,34.0,6.0,62.0,88.0,32.0,42.0,119.0,297.0,37.0,51.0
625,2015,71.0,5.0,55.0,91.0,47.0,63.0,128.0,351.0,65.0,94.0
626,2015,121.0,0.0,55.0,79.0,18.0,56.0,40.0,113.0,43.0,54.0
630,2015,22.0,28.0,62.0,281.0,12.0,75.0,159.0,347.0,98.0,143.0
631,2015,17.0,0.0,22.0,19.0,5.0,24.0,16.0,37.0,6.0,9.0
634,2015,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0
641,2015,3.0,18.0,57.0,81.0,13.0,13.0,28.0,67.0,16.0,21.0
642,2015,0.0,0.0,4.0,7.0,0.0,1.0,0.0,3.0,1.0,2.0
646,2015,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0
648,2015,3.0,0.0,4.0,9.0,1.0,2.0,0.0,2.0,0.0,0.0
651,2015,140.0,7.0,80.0,139.0,32.0,75.0,106.0,197.0,73.0,110.0
652,2015,5.0,0.0,11.0,12.0,6.0,10.0,13.0,35.0,2.0,4.0
655,2015,2.0,3.0,6.0,12.0,4.0,4.0,8.0,17.0,7.0,11.0
658,2015,35.0,44.0,85.0,164.0,14.0,49.0,112.0,175.0,53.0,85.0
663,2015,5.0,2.0,32.0,21.0,3.0,2.0,7.0,20.0,4.0,5.0
665,2015,2.0,1.0,11.0,12.0,0.0,3.0,2.0,5.0,1.0,2.0
666,2015,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0
672,2015,15.0,0.0,12.0,15.0,5.0,10.0,9.0,22.0,1.0,4.0
674,2015,8.0,0.0,14.0,7.0,2.0,8.0,7.0,23.0,4.0,4.0
676,2015,9.0,5.0,28.0,37.0,5.0,12.0,26.0,69.0,5.0,12.0
677,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2015,11.0,7.0,18.0,29.0,11.0,3.0,15.0,36.0,2.0,4.0
679,2015,37.0,12.0,58.0,166.0,24.0,56.0,160.0,381.0,75.0,92.0
680,2015,1.0,1.0,6.0,4.0,0.0,3.0,3.0,14.0,0.0,0.0
682,2015,6.0,4.0,21.0,22.0,3.0,3.0,5.0,10.0,2.0,8.0
686,2015,36.0,8.0,78.0,120.0,18.0,31.0,52.0,127.0,17.0,33.0
687,2015,21.0,2.0,20.0,18.0,7.0,16.0,23.0,46.0,9.0,13.0
688,2015,19.0,4.0,62.0,20.0,20.0,18.0,23.0,71.0,20.0,33.0
689,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,2015,54.0,3.0,51.0,83.0,23.0,77.0,171.0,445.0,92.0,117.0
694,2015,45.0,17.0,91.0,315.0,36.0,84.0,146.0,356.0,95.0,200.0
696,2015,64.0,14.0,97.0,86.0,35.0,43.0,58.0,159.0,67.0,97.0
705,2015,35.0,21.0,87.0,116.0,22.0,42.0,60.0,129.0,18.0,31.0
708,2015,49.0,2.0,80.0,98.0,31.0,85.0,185.0,412.0,159.0,194.0
709,2015,34.0,7.0,82.0,137.0,30.0,38.0,118.0,280.0,80.0,109.0
711,2015,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
713,2015,3.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0
714,2015,10.0,2.0,47.0,32.0,4.0,11.0,20.0,56.0,11.0,20.0
717,2015,23.0,1.0,59.0,58.0,26.0,41.0,104.0,251.0,103.0,143.0
724,2015,4.0,0.0,15.0,8.0,1.0,2.0,3.0,14.0,0.0,0.0
726,2015,3.0,16.0,38.0,43.0,2.0,11.0,8.0,21.0,8.0,22.0
727,2015,77.0,1.0,84.0,75.0,50.0,80.0,71.0,194.0,85.0,111.0
728,2015,35.0,0.0,42.0,26.0,16.0,17.0,48.0,134.0,26.0,36.0
731,2015,0.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0
734,2015,4.0,4.0,32.0,32.0,0.0,1.0,6.0,18.0,3.0,6.0
740,2015,0.0,0.0,5.0,3.0,1.0,2.0,3.0,9.0,1.0,4.0
744,2015,73.0,7.0,70.0,133.0,24.0,64.0,81.0,226.0,90.0,145.0
745,2015,5.0,9.0,42.0,43.0,3.0,16.0,26.0,83.0,14.0,19.0
747,2015,42.0,3.0,67.0,81.0,27.0,44.0,88.0,223.0,57.0,88.0
748,2015,21.0,21.0,80.0,141.0,13.0,46.0,111.0,187.0,43.0,62.0
755,2015,42.0,60.0,58.0,306.0,32.0,68.0,131.0,293.0,102.0,147.0
756,2015,14.0,1.0,19.0,12.0,8.0,12.0,10.0,40.0,7.0,14.0
759,2015,4.0,2.0,20.0,13.0,1.0,9.0,3.0,14.0,10.0,14.0
765,2015,31.0,0.0,23.0,23.0,12.0,11.0,19.0,60.0,8.0,11.0
766,2015,20.0,1.0,23.0,46.0,20.0,33.0,86.0,240.0,60.0,79.0
769,2015,41.0,3.0,37.0,30.0,14.0,51.0,21.0,68.0,16.0,33.0
774,2015,38.0,0.0,50.0,39.0,22.0,35.0,36.0,99.0,15.0,25.0
775,2015,26.0,4.0,52.0,58.0,10.0,32.0,31.0,104.0,10.0,19.0
776,2015,18.0,12.0,78.0,175.0,12.0,38.0,112.0,217.0,36.0,45.0
778,2015,62.0,4.0,57.0,64.0,29.0,42.0,55.0,167.0,15.0,20.0
780,2015,2.0,3.0,8.0,20.0,2.0,11.0,5.0,23.0,12.0,15.0
784,2015,72.0,15.0,104.0,162.0,26.0,64.0,106.0,215.0,86.0,122.0
786,2015,16.0,15.0,71.0,146.0,19.0,31.0,57.0,117.0,60.0,110.0
787,2015,29.0,0.0,45.0,50.0,11.0,27.0,60.0,161.0,14.0,20.0
790,2015,9.0,1.0,7.0,2.0,3.0,6.0,2.0,11.0,2.0,2.0
795,2015,31.0,10.0,54.0,82.0,9.0,46.0,104.0,241.0,70.0,87.0
798,2015,1.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
800,2015,82.0,1.0,63.0,51.0,20.0,84.0,66.0,188.0,60.0,85.0
801,2015,9.0,3.0,18.0,31.0,9.0,16.0,31.0,73.0,8.0,11.0
808,2015,119.0,0.0,47.0,91.0,40.0,76.0,107.0,281.0,61.0,74.0
811,2015,4.0,6.0,21.0,42.0,9.0,18.0,25.0,48.0,8.0,16.0
812,2015,29.0,0.0,27.0,57.0,10.0,35.0,51.0,117.0,31.0,43.0
813,2015,15.0,34.0,89.0,366.0,41.0,33.0,125.0,275.0,119.0,194.0
815,2015,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0
818,2015,67.0,0.0,56.0,52.0,18.0,43.0,92.0,214.0,64.0,73.0
821,2015,39.0,1.0,49.0,62.0,16.0,32.0,58.0,132.0,41.0,59.0
822,2015,1.0,1.0,5.0,9.0,2.0,3.0,8.0,14.0,1.0,2.0
825,2015,101.0,2.0,77.0,44.0,48.0,53.0,83.0,208.0,36.0,58.0
826,2015,11.0,0.0,9.0,3.0,3.0,6.0,4.0,10.0,5.0,6.0
